# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_jdmzy7_b/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_jdmzy7_b -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_jdmzy7_b
# time: Wed Feb 26 17:22:56 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
PROKKA_00001	1033837.WANG_0143	1.3e-162	578.9	Lactobacillaceae	yumC	GO:0008150,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0042221,GO:0050896,GO:0051716,GO:0070887,GO:0071241,GO:0071248,GO:0071281	1.18.1.2,1.19.1.1,1.8.1.9	ko:K00384,ko:K21567	ko00450,map00450		R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000			iYO844.BSU32110	Bacteria	1TRPN@1239,3F3NQ@33958,4H9V7@91061,COG0492@1,COG0492@2	NA|NA|NA	C	Ferredoxin--NADP reductase
PROKKA_00002	1033837.WANG_0142	1.8e-116	425.2	Lactobacillaceae	dedA			ko:K03975					ko00000				Bacteria	1UZ4P@1239,3F4KG@33958,4HG3F@91061,COG0586@1,COG0586@2	NA|NA|NA	S	SNARE-like domain protein
PROKKA_00003	1033837.WANG_0141	1.4e-107	395.6	Lactobacillaceae													Bacteria	1V7UW@1239,3F4YP@33958,4HHH4@91061,COG4478@1,COG4478@2	NA|NA|NA	S	Protein of unknown function (DUF1461)
PROKKA_00004	1033837.WANG_0140	3.7e-145	520.8	Lactobacillaceae	nagD		2.7.1.25,3.1.3.41	ko:K00860,ko:K01101	ko00230,ko00627,ko00920,ko01100,ko01120,map00230,map00627,map00920,map01100,map01120	M00176	R00509,R03024,R04928	RC00002,RC00078,RC00151	ko00000,ko00001,ko00002,ko01000				Bacteria	1TQGM@1239,3F49D@33958,4HA3R@91061,COG0647@1,COG0647@2	NA|NA|NA	G	Catalyzes the dephosphorylation of 2-6 carbon acid sugars in vitro
PROKKA_00005	1033837.WANG_0139	8.4e-84	316.6	Lactobacillaceae	yutD												Bacteria	1VA85@1239,3F66P@33958,4HKF7@91061,COG4470@1,COG4470@2	NA|NA|NA	S	Protein of unknown function (DUF1027)
PROKKA_00006	1033837.WANG_0138	4e-275	953.4	Lactobacillaceae	yunD		3.1.3.5	ko:K01081	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110		R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000				Bacteria	1TPV2@1239,3FC1D@33958,4H9VJ@91061,COG0737@1,COG0737@2	NA|NA|NA	F	Belongs to the 5'-nucleotidase family
PROKKA_00007	1033837.WANG_0137	3.2e-55	220.7	Lactobacillaceae													Bacteria	1VX4A@1239,2C26E@1,3424N@2,3F70Q@33958,4HXT9@91061	NA|NA|NA		
PROKKA_00008	1033837.WANG_0136	2.6e-266	924.1	Lactobacillaceae	ugpQ		3.1.4.46	ko:K01126	ko00564,map00564		R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000				Bacteria	1V3W4@1239,3F4E3@33958,4HFNQ@91061,COG0584@1,COG0584@2	NA|NA|NA	C	glycerophosphoryl diester phosphodiesterase
PROKKA_00009	1033837.WANG_0135	4.9e-182	643.7	Lactobacillaceae	ccpA	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141		ko:K02529					ko00000,ko03000				Bacteria	1TQ7K@1239,3F4AA@33958,4H9NG@91061,COG1609@1,COG1609@2	NA|NA|NA	K	catabolite control protein A
PROKKA_00010	1033837.WANG_0134	5.3e-214	750.0	Lactobacillaceae	pepQ		3.4.13.9	ko:K01271					ko00000,ko01000,ko01002				Bacteria	1TQ6R@1239,3F3X5@33958,4HA5I@91061,COG0006@1,COG0006@2	NA|NA|NA	E	Creatinase/Prolidase N-terminal domain
PROKKA_00011	1033837.WANG_0133	2.7e-50	204.5	Lactobacillaceae													Bacteria	1U63A@1239,29P3Z@1,30A26@2,3F6XS@33958,4IFSN@91061	NA|NA|NA		
PROKKA_00012	1033837.WANG_0132	4.2e-10	71.2	Lactobacillaceae	WQ51_05790												Bacteria	1VAXN@1239,3F6KB@33958,4HM93@91061,COG4768@1,COG4768@2	NA|NA|NA	S	protein containing a divergent version of the methyl-accepting chemotaxis-like domain
PROKKA_00013	1033837.WANG_0131	4.3e-147	527.3	Lactobacillaceae	ykuT	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0042802,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004		ko:K22044					ko00000,ko02000	1.A.23.3			Bacteria	1TR9Z@1239,3F49U@33958,4HCB8@91061,COG0668@1,COG0668@2	NA|NA|NA	M	mechanosensitive ion channel
