# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_q3ffpzew/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_q3ffpzew -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_q3ffpzew
# time: Wed Feb 26 18:49:11 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
PROKKA_00001	203120.LEUM_1336	1.2e-69	269.2	Leuconostocaceae	rarD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944		ko:K05786					ko00000,ko02000	2.A.7.7			Bacteria	1TQF2@1239,4AX7V@81850,4HAYU@91061,COG2962@1,COG2962@2	NA|NA|NA	S	EamA-like transporter family
PROKKA_00003	203120.LEUM_1338	1.4e-50	205.3	Leuconostocaceae	sugE			ko:K11741					ko00000,ko02000	2.A.7.1			Bacteria	1VAXP@1239,4AZ3J@81850,4HM13@91061,COG2076@1,COG2076@2	NA|NA|NA	U	Small Multidrug Resistance protein
PROKKA_00004	203120.LEUM_1339	5.8e-152	543.5	Bacilli													Bacteria	1VS0Z@1239,4HJQE@91061,COG5617@1,COG5617@2	NA|NA|NA	S	Psort location CytoplasmicMembrane, score
PROKKA_00007	203120.LEUM_1342	0.0	1193.7	Leuconostocaceae	typA	GO:0000027,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071826,GO:0071840		ko:K06207					ko00000				Bacteria	1TQ5Y@1239,4AX1A@81850,4HAQ6@91061,COG1217@1,COG1217@2	NA|NA|NA	T	membrane GTPase involved in stress response
PROKKA_00008	203120.LEUM_1343	8.4e-145	519.6	Leuconostocaceae	suhB		3.1.3.25	ko:K01092	ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070	M00131	R01185,R01186,R01187	RC00078	ko00000,ko00001,ko00002,ko01000				Bacteria	1TR4E@1239,4AWI0@81850,4HB92@91061,COG0483@1,COG0483@2	NA|NA|NA	G	COG0483 Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family
PROKKA_00009	203120.LEUM_1344	8.3e-44	182.6	Leuconostocaceae	yktA			ko:K16509					ko00000				Bacteria	1VEK8@1239,4AY27@81850,4HNKR@91061,COG4476@1,COG4476@2	NA|NA|NA	S	Belongs to the UPF0223 family
PROKKA_00010	203120.LEUM_1345	3.3e-106	391.0	Leuconostocaceae	def	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	3.5.1.31,3.5.1.88	ko:K01450,ko:K01462	ko00270,ko00630,map00270,map00630		R00653	RC00165,RC00323	ko00000,ko00001,ko01000				Bacteria	1V70B@1239,4AXAG@81850,4HH0G@91061,COG0242@1,COG0242@2	NA|NA|NA	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions
PROKKA_00011	203120.LEUM_1346	7.8e-147	526.6	Leuconostocaceae	dnaJ			ko:K03686					ko00000,ko03029,ko03110				Bacteria	1TP00@1239,4AWTE@81850,4H9KA@91061,COG0484@1,COG0484@2	NA|NA|NA	O	COG0484 DnaJ-class molecular chaperone with C-terminal Zn finger domain
PROKKA_00012	203120.LEUM_1347	0.0	1166.4	Leuconostocaceae	dnaK	GO:0001871,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0008150,GO:0009986,GO:0030246,GO:0030247,GO:0044464,GO:0051704,GO:0098630,GO:0098743,GO:2001065		ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152				ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1			Bacteria	1TP1J@1239,4AWKF@81850,4HA9S@91061,COG0443@1,COG0443@2	NA|NA|NA	O	Heat shock 70 kDa protein
PROKKA_00013	203120.LEUM_1348	6.4e-70	270.4	Leuconostocaceae	grpE	GO:0000166,GO:0000774,GO:0001871,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006950,GO:0007154,GO:0008150,GO:0009266,GO:0009267,GO:0009408,GO:0009605,GO:0009628,GO:0009986,GO:0009987,GO:0009991,GO:0016043,GO:0017076,GO:0019904,GO:0022607,GO:0030234,GO:0030246,GO:0030247,GO:0030312,GO:0030554,GO:0031667,GO:0031668,GO:0031669,GO:0032991,GO:0033554,GO:0036094,GO:0040007,GO:0042594,GO:0042802,GO:0042803,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0050790,GO:0050896,GO:0051082,GO:0051716,GO:0060589,GO:0060590,GO:0065003,GO:0065007,GO:0065009,GO:0071496,GO:0071840,GO:0071944,GO:0097159,GO:0098772,GO:1901265,GO:1901363,GO:2001065		ko:K03687					ko00000,ko03029,ko03110				Bacteria	1V6G2@1239,4AXNX@81850,4HIRK@91061,COG0576@1,COG0576@2	NA|NA|NA	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ
PROKKA_00014	203120.LEUM_1349	2.8e-185	654.4	Leuconostocaceae	hrcA	GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K03705					ko00000,ko03000				Bacteria	1TQP7@1239,4AXF3@81850,4HAX5@91061,COG1420@1,COG1420@2	NA|NA|NA	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons
PROKKA_00015	203120.LEUM_1350	2.4e-178	631.3	Leuconostocaceae	ribF		2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000			iSB619.SA_RS06310	Bacteria	1TPKS@1239,4AWPP@81850,4H9KE@91061,COG0196@1,COG0196@2	NA|NA|NA	H	Belongs to the ribF family
PROKKA_00016	203120.LEUM_1351	4e-167	594.0	Leuconostocaceae	truB	GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016556,GO:0016853,GO:0016866,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990481	5.4.99.25	ko:K03177,ko:K03483					ko00000,ko01000,ko03000,ko03016			iSB619.SA_RS06305	Bacteria	1TP9Y@1239,4AX18@81850,4HA9X@91061,COG0130@1,COG0130@2	NA|NA|NA	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs
PROKKA_00017	203120.LEUM_1352	9.2e-95	352.8	Leuconostocaceae			2.7.1.208	ko:K02777,ko:K20107,ko:K20108	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00268,M00270,M00272,M00303,M00806	R02738,R02780,R04111,R04394,R05132,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1,4.A.1.1.11,4.A.1.1.12			Bacteria	1U3E5@1239,4AXSY@81850,4ID6J@91061,COG2190@1,COG2190@2	NA|NA|NA	G	COG2190 Phosphotransferase system IIA components
PROKKA_00018	203120.LEUM_1353	6.9e-220	769.6	Leuconostocaceae	patA		2.6.1.1	ko:K00812,ko:K00841,ko:K10907	ko00220,ko00250,ko00270,ko00300,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00300,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	M00525	R00355,R00694,R00734,R00896,R02433,R02619,R04467,R05052	RC00006	ko00000,ko00001,ko00002,ko01000,ko01007				Bacteria	1TP0J@1239,4AXE3@81850,4HA13@91061,COG0436@1,COG0436@2	NA|NA|NA	E	COG0436 Aspartate tyrosine aromatic aminotransferase
PROKKA_00019	203120.LEUM_1354	3.2e-56	224.2	Leuconostocaceae	rbfA	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0030490,GO:0033554,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043021,GO:0043024,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071840,GO:0090304,GO:1901360		ko:K02834					ko00000,ko03009				Bacteria	1VA0P@1239,4AXSH@81850,4HII1@91061,COG0858@1,COG0858@2	NA|NA|NA	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA
PROKKA_00020	203120.LEUM_1355	0.0	1320.8	Leuconostocaceae	infB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464		ko:K02519					ko00000,ko03012,ko03029				Bacteria	1TPAI@1239,4AWJD@81850,4HA8S@91061,COG0532@1,COG0532@2	NA|NA|NA	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
PROKKA_00021	203120.LEUM_1356	1.7e-51	208.4	Leuconostocaceae	ylxQ			ko:K07590,ko:K07742	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1VEYG@1239,4AXZJ@81850,4HNY7@91061,COG1358@1,COG1358@2	NA|NA|NA	J	COG1358 Ribosomal protein HS6-type (S12 L30 L7a)
PROKKA_00022	203120.LEUM_1357	1.7e-42	178.3	Leuconostocaceae	ylxR			ko:K02600,ko:K07742					ko00000,ko03009,ko03021				Bacteria	1VEJS@1239,4AY31@81850,4HKBY@91061,COG2740@1,COG2740@2	NA|NA|NA	K	nucleic-acid-binding protein implicated in transcription termination
PROKKA_00023	203120.LEUM_1358	1.8e-198	698.4	Leuconostocaceae	nusA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141		ko:K02600,ko:K02945	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03009,ko03011,ko03021				Bacteria	1TPB3@1239,4AWII@81850,4HA7F@91061,COG0195@1,COG0195@2	NA|NA|NA	K	Participates in both transcription termination and antitermination
PROKKA_00024	203120.LEUM_1359	1.2e-85	322.4	Leuconostocaceae	rimP	GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576		ko:K09748					ko00000,ko03009				Bacteria	1V6KT@1239,4AXNU@81850,4HH88@91061,COG0779@1,COG0779@2	NA|NA|NA	J	Required for maturation of 30S ribosomal subunits
PROKKA_00025	203120.LEUM_1360	1.6e-42	178.3	Leuconostocaceae	rpsN	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02954	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1VEF6@1239,4AXWW@81850,4HKK1@91061,COG0199@1,COG0199@2	NA|NA|NA	J	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site
PROKKA_00026	1154757.Q5C_02865	8.6e-19	98.6	Leuconostocaceae	rpmG	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042221,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046677,GO:0050896,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02913	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1VGZK@1239,4AY6Y@81850,4HSMA@91061,COG0267@1,COG0267@2	NA|NA|NA	J	Belongs to the bacterial ribosomal protein bL33 family
PROKKA_00027	203120.LEUM_1362	1.3e-162	578.9	Leuconostocaceae	ppaC	GO:0003674,GO:0003824,GO:0004427,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006793,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0044237,GO:0044424,GO:0044464	3.6.1.1	ko:K15986	ko00190,map00190				ko00000,ko00001,ko01000				Bacteria	1TPH6@1239,4AWS9@81850,4H9T8@91061,COG1227@1,COG1227@2	NA|NA|NA	C	Inorganic pyrophosphatase exopolyphosphatase
PROKKA_00028	203120.LEUM_1363	0.0	1567.4	Leuconostocaceae	parC	GO:0005575,GO:0005622,GO:0005623,GO:0009330,GO:0032991,GO:0044424,GO:0044464	5.99.1.3	ko:K02469,ko:K02621					ko00000,ko01000,ko02048,ko03032,ko03036,ko03400				Bacteria	1TRE7@1239,4AWQR@81850,4HAQB@91061,COG0188@1,COG0188@2	NA|NA|NA	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule
PROKKA_00029	203120.LEUM_1364	0.0	1345.5	Leuconostocaceae	parE	GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005575,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0007059,GO:0008094,GO:0008150,GO:0008152,GO:0009295,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0034335,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360	5.99.1.3	ko:K02470,ko:K02622					ko00000,ko01000,ko02048,ko03032,ko03036,ko03400				Bacteria	1TQCF@1239,4AWNN@81850,4H9UC@91061,COG0187@1,COG0187@2	NA|NA|NA	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule
PROKKA_00030	203120.LEUM_1365	7.5e-93	346.7	Leuconostocaceae	plsY	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.3.1.15,3.5.1.104	ko:K08591,ko:K22278	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004				Bacteria	1VA3J@1239,4AWPS@81850,4HC55@91061,COG0344@1,COG0344@2	NA|NA|NA	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP
