# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_9nu09i4a/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_9nu09i4a -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_9nu09i4a
# time: Wed Feb 26 16:10:15 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
PROKKA_00002	272623.L84502	0.0	1338.6	Lactococcus	yhgF	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009314,GO:0009628,GO:0010212,GO:0044424,GO:0044444,GO:0044464,GO:0050896		ko:K06959					ko00000				Bacteria	1TPFE@1239,1YBBD@1357,4HAGY@91061,COG2183@1,COG2183@2	NA|NA|NA	K	Tex-like protein N-terminal domain
PROKKA_00003	272623.L86677	3.3e-82	310.8	Lactococcus	ydcK			ko:K03095					ko00000				Bacteria	1V6NU@1239,1YBR0@1357,4HIHY@91061,COG3091@1,COG3091@2	NA|NA|NA	S	SprT-like zinc ribbon domain
PROKKA_00004	272623.L87453	3.1e-192	677.6	Lactococcus	add		3.5.4.4	ko:K01488,ko:K02029	ko00230,ko01100,ko05340,map00230,map01100,map05340	M00236	R01560,R02556	RC00477	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.3		iHN637.CLJU_RS13960	Bacteria	1U44B@1239,1YB3D@1357,4HCES@91061,COG1816@1,COG1816@2	NA|NA|NA	F	Adenosine/AMP deaminase
PROKKA_00005	420890.LCGL_1052	6.6e-42	177.6	Lactococcus													Bacteria	1W55U@1239,1YCI8@1357,2DK4C@1,308EV@2,4ID47@91061	NA|NA|NA		
PROKKA_00006	272623.L89418	0.0	1119.0	Lactococcus	rnjA	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004527,GO:0004532,GO:0004534,GO:0004540,GO:0005488,GO:0005515,GO:0006139,GO:0006364,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008409,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016072,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042802,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0090503,GO:0140098,GO:1901360		ko:K12574	ko03018,map03018				ko00000,ko00001,ko01000,ko03019				Bacteria	1TQ9G@1239,1YB8D@1357,4HAAP@91061,COG0595@1,COG0595@2	NA|NA|NA	J	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay
PROKKA_00007	272623.L91273	9.3e-34	149.1	Lactococcus	ykzG												Bacteria	1U39U@1239,1YBUW@1357,4ID1R@91061,COG5503@1,COG5503@2	NA|NA|NA	S	Protein of unknown function (DUF1447)
PROKKA_00008	272623.L91807	2.1e-126	458.4	Lactococcus	yeaZ	GO:0002949,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070011,GO:0070525,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564	2.3.1.234	ko:K01409,ko:K14742			R10648	RC00070,RC00416	ko00000,ko01000,ko03016				Bacteria	1V4YX@1239,1YBJS@1357,4HK2R@91061,COG1214@1,COG1214@2	NA|NA|NA	O	Glycoprotease family
PROKKA_00009	272623.L92414	7.5e-103	379.8	Lactococcus	rimI		2.3.1.128	ko:K03789					ko00000,ko01000,ko03009				Bacteria	1V6KU@1239,1YBPV@1357,4HIKU@91061,COG0454@1,COG0456@2	NA|NA|NA	K	Acetyltransferase (GNAT) domain
PROKKA_00010	272623.L93051	4.6e-82	310.5	Lactococcus	rimI		2.3.1.128	ko:K03789					ko00000,ko01000,ko03009				Bacteria	1V6KU@1239,1YBS1@1357,4HP50@91061,COG0454@1,COG0456@2	NA|NA|NA	K	This enzyme acetylates the N-terminal alanine of ribosomal protein S18
PROKKA_00011	272623.L93500	5.4e-192	676.8	Lactococcus	tsaD	GO:0000287,GO:0000408,GO:0002949,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006508,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0019538,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0070011,GO:0070525,GO:0071704,GO:0090304,GO:0140030,GO:0140032,GO:0140096,GO:1901360,GO:1901564	2.3.1.234	ko:K01409,ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	R10648	RC00070,RC00416	ko00000,ko00001,ko00002,ko01000,ko02044,ko03016	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4			Bacteria	1TQDR@1239,1YBFW@1357,4HANB@91061,COG0533@1,COG0533@2	NA|NA|NA	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction
